news_id,category,subcategory,title,abstract
N16764,lifestyle,shop-apparel,The Best Beauty Tools of 2019,"From wrinkle-zapping laser devices to detangling paddle brushes, these are the best skin and hair tools of 2019."
N732,health,nutrition,105 Most Popular Sodas Ranked by How Toxic They Are,"From classics like Coke and A&W to cult favorites, we reveal which soda is worst for your health."
N31527,video,popculture,'Voice' fans love heartthrob who looks like 'combination of Tom Cruise and Christian Bale',"The Battles began on The Voice Monday, with a new set of mentors (Usher, Darius Rucker, Normani, and wil.i.am) and a new rule allowing coaches to save one contestant each from elimination. But before all that, there were a few more Blind Auditions, including one form Season 17's new heartthrob, Matthew McQueen. He may not be related to Steve McQueen, but he had undeniable star power -- with a pretty face and a pretty voice to match plus just the right about of darkness and edge. ""He kind of looks like a combination of Tom Cruise and Christian Bale. You're like a very handsome movie villain,"" John Legend told Matthew. ""Like a vampire. You could be in a vampire movie,"" said Kelly Clarkson, who seemed a little flustered as she called the 21-year-old indie-pop crooner ""so cool and sexy -- I mean, not in a weird way!"" Blake Shelton compared Matthew's modern-sounding vocals to that of another heartthrob, Shawn Mendes. So I guess music really was in Matthew's, um, blood. [insert/quote some tweets] Matthew's cover artist-of-the-moment's Lewis Capaldi's weeper ""Someone You Loved"" was haunting, and not just because he looked like Lestat while singing it. I was impressed by his sense of dynamics, the way he started soft and subtle and built the song to its anguished crescendo, instead of starting at full volume. It was a sophisticated and nuanced performance. ""You got better and better and you kept it classy, you kept it tasteful. When you get into that rasp -- like, whew,"" Kelly marveled. It seemed like Kelly might be on her way to a third victory by getting Matthew on her team, but unfortunately for her, Blake also turned around. He made a very good case, noting that three of his past six winners were not country singers, stating, ""It doesn't matter what lane your coach is in. It's what lane your coach can put you in."" Combine that with the fact that Grandma McQueen had dreamed that Blake would turn for Matthew, and it was a done deal. Now Blake might win again with another non-country artist. ""With his range and his pocket -- this guy is a threat to this entire competition,"" Blake proclaimed."
N14607,lifestyle,lifestylehoroscope,How Each Zodiac Sign Knows They've Found Their Soulmate,What are the signs that you've found 'the one'?
N48806,foodanddrink,tipsandtricks,The Best Canned Tomatoes: Which Brands Taste Superior?,"So long summer, hello canned tomato season."
N43467,news,newsus,Man dies following boating accident in Indiana reservoir,"MUNCIE, Ind. (AP)   A 71-year-old man has died following a boating accident in eastern Indiana. The Indiana Department of Natural Resources says Lenard Anderson was thrown Sunday morning from a boat he was operating after it collided with another vessel in Prairie Creek Reservoir, northeast of Indianapolis. Witnesses have told Indiana conservation officers that Anderson of Muncie may have suffered a medical emergency before the accident. He was..."
N50299,tv,tv-celebrity,Kelly Ripa responds to backlash over son in 'extreme poverty' joke,"Kelly RIpa is defending a joke she made about her son on ""Jimmy Kimmel Live!"""
N10220,video,viral,Boy With No Legs Goes Viral After Video of Him Skateboarding is Shared by Tony Hawk,This 10-year old is fearless. Buzz60's Tony Spitz has the details.
N1734,health,medical,20 Things You're Probably Doing That Nurses Wouldn't,Here are some common health mistakes nurses try NOT to make.
N20106,news,newsworld,"Remembering Rep. Elijah Cummings, Atatiana Jefferson: 5 things to know Thursday",Rep. Elijah Cummings to lie in state and Dallas pays final respects to Atatiana Jefferson. Here are 5 things to start your Thursday.
N57075,news,newsus,Matt Lauer accuser Brooke Nevils calls his response 'victim blaming',"Brooke Nevils stood her ground after bringing forward a new rape allegation against Matt Lauer, calling his response ""a case study in victim blaming."""
N21311,health,fitness,How This Guy Built Muscle and Got Shredded in His 40s on a Plant-Based Diet,"A former ""corporate paper-pusher,"" Ben Raue, 46, has transformed himself into a full-time online plant-based fitness coach."
N37736,sports,baseball_mlb,Carlos Correa took clever swipe at Yankees after ALCS victory,Carlos Correa can afford to talk a bit of smack now.
N62787,health,weightloss,Vinny Guadagnino Shows Crazy Abs   and Tan!   in New Keto Diet 'After' Pic,"The ""Jersey Shore"" star has dropped 50 pounds since starting his weight loss journey on the keto diet. And thanks to his dedication to a new fitness plan, he's flashing a lean, ripped physique."
N49363,sports,football_nfl,Report: Brown's grievance against Raiders hindered by text messages,Antonio Brown is hoping to recoup $30 million in guaranteed money from the Oakland Raiders via a grievance.
N20620,lifestyle,lifestyledidyouknow,Here's What Malls Looked Like Back in the '50s,"Believe it or not, there was a time before food courts existed."
N47287,news,newsus,Atlantic City to transfer power amid corruption - yet again,"For over a decade, things had been quiet in Atlantic City, the seaside gambling resort known as much for its colorful political corruption as for its slot machines and saltwater taffy."
N39535,news,newsworld,Today in History: November 3,
N21243,weather,weathertopstories,Maria Fire broke out minutes after utility company re-energized high-voltage power line,Southern California Edison says it turned power back on minutes before the Maria Fire erupted nearby in Ventura County
N38578,finance,finance-billstopay,How millennials are changing banking,How millennials changed banking
N47123,travel,traveltripideas,It's Always Summer on These 25 Secret Islands,The warm vibes never wane on these lesser-known isles.
N12638,weather,weathertopstories,Rains bring floods to parts of Western Washington,"Flooded rivers are causing problems across parts of Western Washington, and flooding is expected to continue in some low-lying areas into Wednesday. The National Weather Service's Seattle office said heavy rains this week had tapered off and most of the area's rivers crested Tuesday and receded below flood stage."
N54623,news,newsbusiness,Microsoft Tops Estimates as Azure Reports 59% Jump in Revenue,The software giant beat analyst estimates on both the top and bottom lines.
N42227,lifestyle,lifestyleroyals,Queen Elizabeth's Favorite Beauty Products Have Stood the Test of Time,"Here, all the brands the British monarch swears by."
N43966,news,newsus,Michael Douglas Shares His and Catherine Zeta-Jones' First-Time Grandparent Nicknames,"Michael Douglas reveals the nicknames he and his wife, Catherine Zeta-Jones, chose as first-time grandparents and how his dad, Kurt, is still flirting at 102 years old."
N49375,health,nutrition,Is Lemon Water Healthy?,Is lemon water really as healthy as people claim it to be? We ask an expert if lemon water is truly the key to achieving optimal health.
N58574,health,voices,I Was 24 & Had Just Scored My Dream Job In Fashion. Then An Accident In The Hamptons Changed Everything.,"One in four adults in the U.S. are living with a disability, but you wouldn't know it given the lack of representation in media, Hollywood, and the workforce. We're shedding light on the real stories   not the caricatures   of this dynamic and vibrant community of individuals. Read more stories from our Voices of Disability series. By the time I was 24, I was living a life that felt like a dream. I was pursuing a career in the fashion industry,..."
N6950,health,nutrition,I Overate at Dinner Until I Started Doing This 1 Simple Thing on Sundays (It Takes 10 Minutes!),Another reason Sunday is the best day to meal prep.
